,text,author
510,"And then, as the breach became large enough, they came out into the laboratory in single file; led by a stalking thing with a beautiful head made of wax.",HPL
511,She was half mad from the effects of uncontrollable agitation.,MWS
512,"At first the syllables defied all correlation with any speech of earth, but toward the last there came some disjointed fragments evidently taken from the Necronomicon, that monstrous blasphemy in quest of which the thing had perished.",HPL
513,"My productions however were sufficiently unpretending; they were confined to the biography of favourite historical characters, especially those whom I believed to have been traduced, or about whom clung obscurity and doubt.",MWS
514,"""For the most part, we are paid for the insertion of a maiden attempt especially in verse.",EAP
515,"""When she had finished, she gave the guitar to Agatha, who at first declined it.",MWS
516,"At the start, the western wall had lain some twenty feet up a precipitous lawn from the roadway; but a widening of the street at about the time of the Revolution sheared off most of the intervening space, exposing the foundations so that a brick basement wall had to be made, giving the deep cellar a street frontage with door and two windows above ground, close to the new line of public travel.",HPL
517,"I wished for no friend, no sympathy.",MWS
518,"Meantime the ponderous and terrific Scythe of Time for I now discovered the literal import of that classical phrase had not stopped, nor was it likely to stop, in its career.",EAP
519,"At the college we used an incinerator, but the apparatus was too costly for our unauthorised laboratory.",HPL
520,"""Keep up the largest branch the one on this side,"" said Legrand.",EAP
521,"If heaven ever wishes to grant me a boon, it will be a total effacing of the results of a mere chance which fixed my eye on a certain stray piece of shelf paper.",HPL
522,"Some odd nervous affliction had me in its grip, and I found myself at times almost unable to shut my eyes.",HPL
523,"His day's work was sadly interrupted, and unless chance presently brought some rambler hither, he might have to remain all night or longer.",HPL
524,"I am now going to claim the protection of some friends, whom I sincerely love, and of whose favour I have some hopes.' ""'Are they Germans?' ""'No, they are French.",MWS
525,"With this answer he seemed flattered, and sat down to write a note to the Baron.",EAP
526,The old bookseller had told him that only five copies were known to have survived the shocked edicts of the priests and lawgivers against it and that all of these were locked up with frightened care by custodians who had ventured to begin a reading of the hateful black letter.,HPL
527,Idris stood at a window that over looked the park; her maternal eyes sought her own children among the young crowd.,MWS
528,"""I see you are a pupil after my own heart.",EAP
529,"He was very deliberate, and spoke with an air of feeling slightly superior to what he said.",HPL
530,"Havelius writes that he has several times found, in skies perfectly clear, when even stars of the sixth and seventh magnitude were conspicuous, that, at the same altitude of the moon, at the same elongation from the earth, and with one and the same excellent telescope, the moon and its maculae did not appear equally lucid at all times.",EAP
531,"""Like Sir George Cayley's balloon, his own was an ellipsoid.",EAP
532,"""You speak of an almost forgotten dream,"" said Adrian, his countenance slightly clouding as he spoke; ""the visions of my boyhood have long since faded in the light of reality; I know now that I am not a man fitted to govern nations; sufficient for me, if I keep in wholesome rule the little kingdom of my own mortality.",MWS
533,"He sat for some time inactive, nodding oddly, but having a paradoxical suggestion of intense and frightened listening.",HPL
534,"In regard to the hair upon the arm, L'Etoile has been obviously disingenuous.",EAP
535,"Here, it will be remembered, the words of the narrative run thus: ""And Ethelred, who was by nature of a doughty heart, and who was now mighty withal, on account of the powerfulness of the wine which he had drunken, waited no longer to hold parley with the hermit, who, in sooth, was of an obstinate and maliceful turn, but, feeling the rain upon his shoulders, and fearing the rising of the tempest, uplifted his mace outright, and, with blows, made quickly room in the plankings of the door for his gauntleted hand; and now pulling therewith sturdily, he so cracked, and ripped, and tore all asunder, that the noise of the dry and hollow sounding wood alarummed and reverberated throughout the forest.""",EAP
536,The individual calamity was as you say entirely unanticipated; but analogous misfortunes had been long a subject of discussion with astronomers.,EAP
537,"I could not sustain the horror of my situation, and when I perceived that the popular voice and the countenances of the judges had already condemned my unhappy victim, I rushed out of the court in agony.",MWS
538,"In , when a scholarly correspondent from Miskatonic University called upon him one day and departed pale and puzzled, he was fully six and three quarters feet tall.",HPL
539,I was also sorry that I had no one with whom to converse.,HPL
540,The dreams were meanwhile getting to be atrocious.,HPL
541,Her society was my chief solace and delight; and my spirits always rose at the expectation of seeing her.,MWS
542,"New kinds of faces appeared in The Street; swarthy, sinister faces with furtive eyes and odd features, whose owners spoke unfamiliar words and placed signs in known and unknown characters upon most of the musty houses.",HPL
543,"The greater part of the fearful night had worn away, and she who had been dead, once again stirred and now more vigorously than hitherto, although arousing from a dissolution more appalling in its utter hopelessness than any.",EAP
544,"""Wal, come abaout 'thutty eight when I was seven year' old Obed he faound the island people all wiped aout between v'yages.",HPL
545,"In such case I should have commenced with a collation and analysis of the shorter words, and, had a word of a single letter occurred, as is most likely, a or I, for example, I should have considered the solution as assured.",EAP
546,"And because mere walls and windows must soon drive to madness a man who dreams and reads much, the dweller in that room used night after night to lean out and peer aloft to glimpse some fragment of things beyond the waking world and the greyness of tall cities.",HPL
547,He talked of Eusebius and Arianus; heresy and the Council of Nice; Puseyism and consubstantialism; Homousios and Homouioisios.,EAP
548,"This passion is detrimental to me, for you do not reflect that YOU are the cause of its excess.",MWS
549,Shall I not then hate them who abhor me?,MWS
550,It is not impossible that he was wrong; but he would have convinced you of his being in the right; for he was a man of great eloquence.,EAP
551,Then suddenly Old Bugs ceased to wield his javelin and stopped still drawing himself up more erectly than any denizen of the place had ever seen him before.,HPL
552,"He was like a poet of old whom the muses had crowned in his cradle, and on whose lips bees had fed.",MWS
553,"Just as I placed the parchment in your hand, and as you were in the act of inspecting it, Wolf, the Newfoundland, entered, and leaped upon your shoulders.",EAP
554,It had for some time been noticed that dogs had begun to hate and fear the whole Whateley place as violently as they hated and feared young Wilbur personally.,HPL
555,The whole feat did not occupy a minute.,EAP
556,"There seemed very little taste, however, in the arrangements; and my eyes, accustomed to quiet lights, were sadly offended by the prodigious glare of a multitude of wax candles, which, in silver candelabra, were deposited upon the table, and all about the room, wherever it was possible to find a place.",EAP
557,"Very odd and ugly were these beings, as indeed are most beings of a world yet inchoate and rudely fashioned.",HPL
558,Could not call it a shrill voice.,EAP
559,"The passage, which at first scarcely admitted us, quickly grew narrower and lower; we were almost bent double; yet still we persisted in making our way through it.",MWS
560,"When the seasons have become equal, when the air breeds no disorders, when its surface is no longer liable to blights and droughts, then sickness will cease; when men's passions are dead, poverty will depart.",MWS
561,"I leaned against the casement, and watched those two glorious creatures, till they disappeared in the forest glades; and then I turned.",MWS
562,"I rushed towards the window, and drawing a pistol from my bosom, fired; but he eluded me, leaped from his station, and running with the swiftness of lightning, plunged into the lake.",MWS
563,"He was curiously unelated over his impending escape, and almost dreaded the exertion, for his form had the indolent stoutness of early middle age.",HPL
564,"Give me that decanter, Eliot There was one thing called ""The Lesson"" heaven pity me, that I ever saw it Listen can you fancy a squatting circle of nameless dog like things in a churchyard teaching a small child how to feed like themselves?",HPL
565,"I shiver as I speak of them, and dare not be explicit; though I will say that my friend once wrote on paper a wish which he dared not utter with his tongue, and which made me burn the paper and look affrightedly out of the window at the spangled night sky.",HPL
566,"I was led to London, and had to endure for some weeks cold looks, cold words and colder consolations: but I escaped; they tried to bind me with fetters that they thought silken, yet which weighed on me like iron, although I broke them more easily than a girth formed of a single straw and fled to freedom.",MWS
567,"But, as I was saying, we soon began to feel the effects of liberty and long speeches, and radicalism, and all that sort of thing.",EAP
568,"He saluted me with an air of profound respect, slightly blended with a fatherly and patronizing admiration, wrought in him, no doubt, by my appearance of extreme youth and inexperience.",EAP
569,"Shut in, however, by ice, it was impossible to follow his track, which we had observed with the greatest attention.",MWS
570,"Indeed, I now perceived that I had entirely overdone the business, and that the main consequences of the shock were yet to be experienced.",EAP
571,"Half gliding, half floating in the air, the white clad bog wraiths were slowly retreating toward the still waters and the island ruin in fantastic formations suggesting some ancient and solemn ceremonial dance.",HPL
572,"My own mistake arose, naturally enough, through too careless, too inquisitive, and too impulsive a temperament.",EAP
573,"Having satisfied myself upon this point, I was about turning my eyes to the prima donna, when they were arrested and riveted by a figure in one of the private boxes which had escaped my observation.",EAP
574,"Certainly, Erich Zann was a genius of wild power.",HPL
575,"The pale enthusiast now applied some last perfunctory tests for absolute lifelessness, withdrew satisfied, and finally injected into the left arm an accurately measured amount of the vital elixir, prepared during the afternoon with a greater care than we had used since college days, when our feats were new and groping.",HPL
576,"It was clear that I had wandered from the road to the village, and I had thus good traveller's excuse to open the gate before me, and inquire my way, at all events; so, without more ado, I proceeded.",EAP
577,"As twilight deepened I turned on the one feeble electric bulb over the cheap, iron framed bed, and tried as best I could to continue the reading I had begun.",HPL
578,"For what could be the meaning of the queer clay bas relief and the disjointed jottings, ramblings, and cuttings which I found?",HPL
579,"The newcomer was a thin, dark man of medium height attired in the clerical garb of the Anglican church.",HPL
580,"He evidently feared the physical effect of violent emotion, yet his will and driving force waxed rather than waned, and he refused to be confined to his bed.",HPL
581,"I was faint, even fainter than the hateful modernity of that accursed city had made me.",HPL
582,"The trial began, and after the advocate against her had stated the charge, several witnesses were called.",MWS
583,"Being without superstition, he did not heed the day at all; though ever afterward he refused to do anything of importance on that fateful sixth day of the week.",HPL
584,"Before seating himself across the table from me, my host paused for a moment as if in embarrassment; then, tardily removing his gloves, wide brimmed hat, and cloak, stood theatrically revealed in full mid Georgian costume from queued hair and neck ruffles to knee breeches, silk hose, and the buckled shoes I had not previously noticed.",HPL
585,"I had, I felt, been halted by a barrier which my friend and leader had successfully passed.",HPL
586,"The countenance was a surpassingly beautiful one Those large luminous eyes that proud Grecian nose those dark luxuriant curls ""Ah"" said I, exultingly to myself, ""this is indeed the speaking image of my beloved"" I turned the reverse, and discovered the words ""Eugenie Lalande aged twenty seven years and seven months.""",EAP
587,"When we quitted Macedonia, the fertile but low plains of Thrace afforded fewer beauties; yet our journey continued to be interesting.",MWS
588,"Last night I swallowed the drug and floated dreamily into the golden valley and the shadowy groves; and when I came this time to the antique wall, I saw that the small gate of bronze was ajar.",HPL
589,Miss Tabitha Turnip propagated that report through sheer envy.,EAP
590,"Upon returning home I went with much directness to a rotting chest in the attic, wherein I found the key which next day unlocked with ease the barrier I had so long stormed in vain.",HPL
591,But this very just apprehension seemed by no means likely to be soon verified.,EAP
592,"The instant he opened his eyes he knew something was terribly wrong, for he was back in his old garret room with the slanting wall and ceiling, sprawled on the now unmade bed.",HPL
593,"Though I well realised the futility of imaginative and metaphysical arguments against the complacency of an orthodox sun dweller, something in the scene of this afternoon colloquy moved me to more than usual contentiousness.",HPL
594,"I climbed gentle hills from whose summits I could see entrancing panoramas of loveliness, with steepled towns nestling in verdant valleys, and with the golden domes of gigantic cities glittering on the infinitely distant horizon.",HPL
595,"Wilbur was never subsequently seen alive and conscious without complete and tightly buttoned attire, the disarrangement or threatened disarrangement of which always seemed to fill him with anger and alarm.",HPL
596,There was Fricassée from the Rocher de Cancale.,EAP
597,"I avoided my ancient comrades, and I soon lost them.",MWS
598,And is it therefore that he has never thus suffered?,EAP
599,"Des idees ah here was the idiotic thought that destroyed me Des idees ah therefore it was that I coveted them so madly I felt that their possession could alone ever restore me to peace, in giving me back to reason.",EAP
600,"On Monday, it was ascertained that the girl had not been to the Rue des Drômes; and when the day elapsed without tidings of her, a tardy search was instituted at several points in the city, and its environs.",EAP
601,"Now, at first glance, this fact strongly militates against my suggestion; but let us reflect.",EAP
602,"All delightful things, sublime scenery, soft breezes, exquisite music seemed to me associated with you and only through you to be pleasant to me.",MWS
603,"These peculiarities are, no doubt, mere mannerisms of M. Maelzel, or, if he is aware of them at all, he puts them in practice with a view of exciting in the spectators a false idea of the pure mechanism in the Automaton.",EAP
604,"They're hard to get started, but once they do get started they never let up.",HPL
605,"In the meantime, looking toward the cat, who was again snugly stowed away upon my coat, I discovered to my infinite surprise, that she had taken the opportunity of my indisposition to bring into light a litter of three little kittens.",EAP
606,"It is merely a very long rope which is suffered to trail from the car, and the effect of which is to prevent the balloon from changing its level in any material degree.",EAP
607,"My acquaintance with him was casual altogether; and I am scarcely warranted in saying that I know him at all; but to have seen and conversed with a man of so prodigious a notoriety as he has attained, or will attain in a few days, is not a small matter, as times go.",EAP
608,"The water far below was very abundant, and I could see two vigorous sets of falls upstream on my right and at least one downstream on my left.",HPL
609,"After this the will of the patient succumbed rapidly to that of the physician, so that, when I first became acquainted with the two, sleep was brought about almost instantaneously by the mere volition of the operator, even when the invalid was unaware of his presence.",EAP
610,"I am constitutionally nervous this, with me, is a family failing, and I can't help it.",EAP
611,My friends are about holding a little musical levee.,EAP
612,"I will have none of their rabbit au chat and, for the matter of that, none of their cat au rabbit either.",EAP
613,"These would have been of great assistance at such times, in using the sweeps, as well as afterward in fishing but, somehow, although we ran the risk ourselves, we had not the heart to let the young ones get into the danger for, after all is said and done, it was a horrible danger, and that is the truth.",EAP
614,There were no degrees which could break my fall from happiness to misery; it was as the stroke of lightning sudden and entire.,MWS
615,"""How far mus go up, massa?"" inquired Jupiter.",EAP
616,"""I spent the winter in this manner.",MWS
617,"Something fearsome and incredible had happened at Sefton Asylum fifty miles away, stunning the neighbourhood and baffling the police.",HPL
618,"""You well know, Victor, that our union had been the favourite plan of your parents ever since our infancy.",MWS
619,There was a vibration as if the wood had fallen farther than it had fallen before.,HPL
620,"At the same time the planted fields appear singularly few and barren; while the sparsely scattered houses wear a surprisingly uniform aspect of age, squalor, and dilapidation.",HPL
621,"I am an unfortunate and deserted creature, I look around and I have no relation or friend upon earth.",MWS
622,"Do you observe how mere an accident it was that these events should have occurred upon the sole day of all the year in which it has been, or may be, sufficiently cool for fire, and that without the fire, or without the intervention of the dog at the precise moment in which he appeared, I should never have become aware of the death's head, and so never the possessor of the treasure?""",EAP
623,Fragments of dress were discovered on the brambles around.,EAP
624,"Their number would have inspired them with confidence; if, indeed confidence is ever wanting in the breast of the arrant blackguard; and of arrant blackguards alone are the supposed gangs ever constituted.",EAP
625,"Where were the souls of the haughty family of the bride, when, through thirst of gold, they permitted to pass the threshold of an apartment so bedecked, a maiden and a daughter so beloved?",EAP
626,"""My sweetest Eugenie,"" I cried, ""what is all this about which you are discoursing?",EAP
627,"I had entered into the universal feeling I had been absorbed by the terrors of Rosse I re echoed the cry of Macduff, and then rushed out as from an hell of torture, to find calm in the free air and silent street.",MWS
628,"The crop had failed, the bad corn, and want of foreign wines, added vigour to disease.",MWS
629,"While you ascertain the validity of the affidavits, I will examine the newspapers more generally than you have as yet done.",EAP
630,"For a moment I could yield to the creative power of the imagination, and for a moment was soothed by the sublime fictions it presented to me.",MWS
631,This appearance excited our unqualified wonder.,MWS
632,"heh, heh, heh Matt Eliot was a Mason an' agin' the sellin', but he dropped aout o' sight jest then.",HPL
633,"In the afternoon, however, it came on to rain heavily; and, supposing that she would remain all night at her aunt's, as she had done under similar circumstances before, he did not think it necessary to keep his promise.",EAP
634,"Let me see I will go and ask Pundit and be back in a minute.... Ah, here we have it Here is a book written nearly a thousand years ago and lately translated from the Inglitch which, by the way, appears to have been the rudiment of the Amriccan.",EAP
635,"""But what purpose had you,"" I asked, ""in replacing the letter by a fac simile?",EAP
636,"We had many foreign friends whom we eagerly sought out, and relieved from dreadful penury.",MWS
637,I love you very tenderly.,MWS
638,"About seven o'clock Luther Brown, the hired boy at George Corey's, between Cold Spring Glen and the village, rushed frenziedly back from his morning trip to Ten Acre Meadow with the cows.",HPL
639,"These symptoms were more than I had expected, and occasioned me some alarm.",EAP
640,"He had grown as large as a child of four, and was a fluent and incredibly intelligent talker.",HPL
641,"""Treason"" shouted his Majesty King Pest the First.",EAP
642,"My tale had been called ""The Attic Window"", and appeared in the January, , issue of Whispers.",HPL
643,"A thousand vague and lachrymatory fancies took possession of my soul and even the idea of suicide flitted across my brain; but it is a trait in the perversity of human nature to reject the obvious and the ready, for the far distant and equivocal.",EAP
644,"Indeed, the greatest problem was to get them fresh enough West had had horrible experiences during his secret college researches with corpses of doubtful vintage.",HPL
645,"It appears that on the day of I am not positive about the date, a vast crowd of people, for purposes not specifically mentioned, were assembled in the great square of the Exchange in the well conditioned city of Rotterdam.",EAP
646,"He half felt that he was followed a psychological delusion of shaken nerves, enhanced by the undeniably disturbing fact that at least one of our reanimated specimens was still alive a frightful carnivorous thing in a padded cell at Sefton.",HPL
647,"But, in his disordered fancy, the idea had assumed a more daring character, and trespassed, under certain conditions, upon the kingdom of inorganization.",EAP
648,It was clear that we were already within the influence of the comet; yet we lived.,EAP
649,"That those venturesome youths will come back they do not doubt, but they think a light may be gone from their eyes, and a will from their hearts.",HPL
650,"It was as though a house, launched by an avalanche, had slid down through the tangled growths of the almost vertical slope.",HPL
651,"A gigantic monster, they said, had arrived the night before, armed with a gun and many pistols, putting to flight the inhabitants of a solitary cottage through fear of his terrific appearance.",MWS
652,"From five to fifteen, he threatened me, hourly, with the House of Correction.",EAP
653,"The old maps still held good, and I had no trouble; though at Arkham they must have lied when they said the trolleys ran to this place, since I saw not a wire overhead.",HPL
654,Raymond had joined in the former part of the discussion.,MWS
655,"It is, perhaps, scarcely necessary to add, that all the suggestions attributed to Brewster and Herschel, in the beginning of the article, about ""a transfusion of artificial light through the focal object of vision,"" etc., etc., belong to that species of figurative writing which comes, most properly, under the denomination of rigmarole.",EAP
656,"It was my elder brother, and my heart leaped for joy, for I had made sure that he was overboard but the next moment all this joy was turned into horror for he put his mouth close to my ear, and screamed out the word 'Moskoe ström' ""No one ever will know what my feelings were at that moment.",EAP
657,There were also some curious muddy rat tracks leading out of a fresh hole and back into it again.,HPL
658,Shortly afterward the pale faced workmen apprised the Superintendent of their failure.,HPL
659,"My Arkham born grandmother had seemed strange and almost terrifying to me, and I do not think I grieved when she disappeared.",HPL
660,He had bow legs and was corpulent.,EAP
661,And them men them can't be niggers they dew beat all.,HPL
662,"Nor did the spirit change when they tore open the earth to lay down strange pipes, or when they set up tall posts bearing weird wires.",HPL
663,"It drinks the dark blood of the inhabitant of the south, but it never feasts on the pale faced Celt.",MWS
664,"Well, during two nights not consecutive while I lay awake, I clearly saw Mrs. W., about eleven o'clock upon each night, steal cautiously from the state room of Mr. W., and enter the extra room, where she remained until daybreak, when she was called by her husband and went back.",EAP
665,"He was the only one as kep' on with the East Injy an' Pacific trade, though Esdras Martin's barkentine Malay Pride made a venter as late as 'twenty eight.",HPL
666,"But when questioned, Slater relapsed into the habitual vacancy of the mountaineer, and only reiterated what he had said on the preceding day.",HPL
667,"Some were royalists from prejudice and ancient affection, and there were many moderately inclined who feared alike the capricious tyranny of the popular party, and the unbending despotism of the aristocrats.",MWS
668,"The slow ravages of disease are not pleasant to watch, but in my case there was something subtler and more puzzling in the background.",HPL
669,I revolved rapidly in my mind a multitude of thoughts and endeavoured to arrive at some conclusion.,MWS
670,"Any one, indeed, might perceive, with half an eye, that, had the real design of the ""Daddy"" been what it wished to appear, it, the ""Daddy,"" might have expressed itself in terms more direct, more pungent, and altogether more to the purpose.",EAP
671,"I observed that his name was carded upon three state rooms; and, upon again referring to the list of passengers, I found that he had engaged passage for himself, wife, and two sisters his own.",EAP
672,"To promenade, as usual, and large customer brought fat man..................................................... AUG. .",EAP
673,"I know not whether the fiend possessed the same advantages, but I found that, as before I had daily lost ground in the pursuit, I now gained on him, so much so that when I first saw the ocean he was but one day's journey in advance, and I hoped to intercept him before he should reach the beach.",MWS
674,"We never come here at night, and it's only because of his will that we keep it this way.",HPL
675,"."" rang the hideous croaking out of space.",HPL
676,It had no peculiar it had no settled predominant expression to be fastened upon the memory; a countenance seen and instantly forgotten but forgotten with a vague and never ceasing desire of recalling it to mind.,EAP
677,"Toward the last I became acutely afraid of West, for he began to look at me that way.",HPL
678,"""What de matter now, massa?"" said Jup, evidently shamed into compliance; ""always want for to raise fuss wid old nigger.",EAP
679,"At the end of a month he suddenly quitted his house and, unatteneded sic by any servant, departed from that part of the country without by word or writing informing any one of his intentions.",MWS
680,"It seems that in both instances the dying person, in a gentle old lady named Stafford and in a school teacher of middle age named Eleazar Durfee, became transfigured in a horrible way; glaring glassily and attempting to bite the throat of the attending physician.",HPL
681,"I, who have so disinterested an affection for you, may increase your miseries tenfold by being an obstacle to your wishes.",MWS
682,He told the crowd that the men were evidently trying to get to a subordinate peak which overlooked the swath at a point considerably ahead of where the shrubbery was now bending.,HPL
683,"Induction, a posteriori, would have brought phrenology to admit, as an innate and primitive principle of human action, a paradoxical something, which we may call perverseness, for want of a more characteristic term.",EAP
684,"He evidently regarded his tall shipmate with a feeling half wondrous, half quizzical; and stared up occasionally in his face as the red setting sun stares up at the crags of Ben Nevis.",EAP
685,The sun does not more certainly shine in the heavens than that which I now affirm is true.,MWS
686,"The revolution itself must, of course, have taken place in an easy and gradual manner, and it is by no means clear that, had I even been awake at the time of the occurrence, I should have been made aware of it by any internal evidence of an inversion that is to say, by any inconvenience or disarrangement, either about my person or about my apparatus.",EAP
687,"And as I looked, I beheld the head rise, the black, liquid, and deep sunken eyes open in terror, and the thin, shadowed lips part as if for a scream too frightful to be uttered.",HPL
688,"Man existed by twos and threes; man, the individual who might sleep, and wake, and perform the animal functions; but man, in himself weak, yet more powerful in congregated numbers than wind or ocean; man, the queller of the elements, the lord of created nature, the peer of demi gods, existed no longer.",MWS
689,"My rage is unspeakable when I reflect that the murderer, whom I have turned loose upon society, still exists.",MWS
690,"We switched from Tremont up Beacon, and Pickman left me at the corner of Joy, where I turned off.",HPL
691,"At night the subtle stirring of the black city outside, the sinister scurrying of rats in the wormy partitions, and the creaking of hidden timbers in the centuried house, were enough to give him a sense of strident pandemonium.",HPL
692,In my case it was method not money which made the man: at least all of him that was not made by the tailor whom I served.,EAP
693,"But it lay not in the power of images, or sensations, or impediments such as these, to stay the course of men who, naturally brave, and at that time especially, brimful of courage and of ""humming stuff"" would have reeled, as straight as their condition might have permitted, undauntedly into the very jaws of Death.",EAP
694,"The adventurer, in digging the earth, happens to discover a peculiar metal for which the moon has a strong attraction, and straightway constructs of it a box, which, when cast loose from its terrestrial fastenings, flies with him, forthwith, to the satellite.",EAP
695,"I was astonished, too, at the vast extent of his reading; and, above all, I felt my soul enkindled within me by the wild fervor, and the vivid freshness of his imagination.",EAP
696,"Or it might have been that he became neither the one nor the other, in pursuance of an idea of his which I have already mentioned the idea, that in the contempt of ambition lay one of the essential principles of happiness on earth.",EAP
697,"This contention is unworthy of both of us; and I confess that I am weary of replying to charges at once unfounded and unkind.""",MWS
698,"A sad faced woman in black answered my summons, and I was stung with disappointment when she told me in halting English that Gustaf Johansen was no more.",HPL
699,"God made him to have dominion over the works of his hands, and put all things under his feet.""",MWS
700,"I rejoice, my dear friend, that we live in an age so enlightened that no such a thing as an individual is supposed to exist.",EAP
701,"For he who passes the gateways always wins a shadow, and never again can he be alone.",HPL
702,"During the early part of my life there is little to relate, and I will be brief; but I must be allowed to dwell a little on the years of my childhood that it may be apparent how when one hope failed all life was to be a blank; and how when the only affection I was permitted to cherish was blasted my existence was extinguished with it.",MWS
703,"It will be found, in fact, that the ingenious are always fanciful, and the truly imaginative never otherwise than analytic.",EAP
704,"Now and then, beneath the brown pall of leaves that rotted and festered in the antediluvian forest darkness, I could trace the sinister outlines of some of those low mounds which characterised the lightning pierced region.",HPL
705,"The bolt fitted perfectly, and I was somewhat relieved when I knew that I could shoot it firmly upon retiring.",HPL
706,"A very strange coincidence, indeed Just what Doctor Dubble L. Dee would denominate an extraordinary concurrence of events.",EAP
707,"I observed, however, that the shutters of the fourth story were of the peculiar kind called by Parisian carpenters ferrades a kind rarely employed at the present day, but frequently seen upon very old mansions at Lyons and Bordeaux.",EAP
708,"Over the countryside and amidst the splendour of cities rove at will the happy folk, of whom all are gifted with unmarred grace and unalloyed happiness.",HPL
709,"No one could read the old writing now, but things were told by word of mouth.",HPL
710,One Survivor and Dead Man Found Aboard.,HPL
711,"Our fear of the police was absurdly great, though we had timed our trip to avoid the solitary patrolman of that section.",HPL
712,"But it was not so; I was the same in strength, in earnest craving for sympathy, in my yearning for active exertion.",MWS
713,It must be the excess of madness that could make me imagine that I could ever be aught but one alone; struck off from humanity; bearing no affinity to man or woman; a wretch on whom Nature had set her ban.,MWS
714,"For without warning, in one of the small hours beyond midnight, all the ravages of the years and the storms and the worms came to a tremendous climax; and after the crash there was nothing left standing in The Street save two ancient chimneys and part of a stout brick wall.",HPL
715,"Yet, even then, I have checked thick coming fears with one thought; I would not fear death, for the emotions that linked us must be immortal.",MWS
716,He was a boy of singular talent and fancy.,MWS
717,"""Ebenezer cud read a leetle o' this 'tis Latin but I can't.",HPL
718,"It was his practice to take a very large dose of it immediately after breakfast each morning or, rather, immediately after a cup of strong coffee, for he ate nothing in the forenoon and then set forth alone, or attended only by a dog, upon a long ramble among the chain of wild and dreary hills that lie westward and southward of Charlottesville, and are there dignified by the title of the Ragged Mountains.",EAP
719,He treads on your corns.,EAP
720,"The only real indication, indeed, of the mesmeric influence, was now found in the vibratory movement of the tongue, whenever I addressed M. Valdemar a question.",EAP
721,"A rush of cool air greeted me; and though the day was one of the hottest of late June, I shivered as I crossed the threshold into a large apartment whose rich and tasteful decoration surprised me in this nest of squalor and seediness.",HPL
722,"But where, meantime, was the soul?",EAP
723,"The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq.",MWS
724,"There was something grand and majestic in her motions, but nothing persuasive, nothing amiable.",MWS
725,"Great holes secretly are digged where earth's pores ought to suffice, and things have learnt to walk that ought to crawl.""",HPL
726,"Nex' day Obed an' thutty two others was in gaol, with everbody a wonderin' jest what was afoot an' jest what charge agin' 'em cud be got to holt.",HPL
727,"""And my brother?"" ""Is on deck, Madam.""",MWS
728,"I have often wondered at the subject of her verses, and at the English dress of the Latin poet.",MWS
729,"Fearing to give me pain, she hid as best she could the excess of her wretchedness, but meeting thus her brother after a long absence, she could not restrain the expression of her woe, but with all the vividness of imagination with which misery is always replete, she poured out the emotions of her heart to her beloved and sympathizing Adrian.",MWS
730,"By the by, Doctor Dubble L. Dee "" MYSELF.",EAP
731,"At this point I was left to imagine the solution of the greatest mystery of all, how the curse had been fulfilled since that time when Charles Le Sorcier must in the course of Nature have died, for the man digressed into an account of the deep alchemical studies of the two wizards, father and son, speaking most particularly of the researches of Charles Le Sorcier concerning the elixir which should grant to him who partook of it eternal life and youth.",HPL
732,"My aunt observed this, and when Justine was twelve years of age, prevailed on her mother to allow her to live at our house.",MWS
733,"In the darkness every faint noise of the night seemed magnified, and a flood of doubly unpleasant thoughts swept over me.",HPL
734,"""Hush"" said the captain, pointing to the wife and sisters of the deceased.",EAP
735,"It was agreed that, immediately after our union, we should proceed to Villa Lavenza and spend our first days of happiness beside the beautiful lake near which it stood.",MWS
736,I often thought that I would instantly return and take you along with me to some fertile island where we should live at peace for ever.,MWS
737,"He lost no time in endeavouring to seek him out, with the hope of persuading him to begin the world again through his credit and assistance.",MWS
738,The mortal body had been at length stricken with the hand of the deadly Decay.,EAP
739,"This done, we wait until the palace is half way up, and then we pay some tasty architect to run us up an ornamental mud hovel, right against it; or a Down East or Dutch Pagoda, or a pig sty, or an ingenious little bit of fancy work, either Esquimau, Kickapoo, or Hottentot.",EAP
740,"We started about four o'clock Legrand, Jupiter, the dog, and myself.",EAP
741,"This man, Joseph D. Galvez, I later met and questioned; and he proved distractingly imaginative.",HPL
742,"To suspect evil, to perceive that, Alfred being with us, the danger must regard her youngest darling, to fly across the long chambers into his apartment, was the work but of a moment.",MWS
743,The origin of this hubbub soon became sufficiently evident.,EAP
744,"Opening the door, he saw that the flour on the corridor floor was undisturbed except for the huge prints of the loutish fellow who roomed at the other end of the garret.",HPL
745,"Oh My creator, make me happy; let me feel gratitude towards you for one benefit Let me see that I excite the sympathy of some existing thing; do not deny me my request"" I was moved.",MWS
746,"Well, be it so; a deadly struggle would then assuredly take place, in which if he were victorious I should be at peace and his power over me be at an end.",MWS
747,"The ""soothing system,"" with important modifications, has been resumed at the chateau; yet I cannot help agreeing with Monsieur Maillard, that his own ""treatment"" was a very capital one of its kind.",EAP
